YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,PRECTOTCORR,WS10M,PS,RH2M,SZA,ALLSKY_KT
2025,5,25,9,381.98,25.1,1.84,3.51,90.85,64.89,32.5,0.34
2025,5,25,10,449.45,25.75,3.16,3.67,90.89,63.06,20.51,0.36
2025,5,25,11,557.95,26.61,4.11,3.72,90.86,60.21,11.81,0.43
2025,5,25,12,606.33,28.03,3.76,3.57,90.79,55.06,14.75,0.47
2025,5,25,13,469.1,29.08,3.21,3.22,90.7,49.9,25.55,0.39
2025,5,25,14,393.95,29.85,2.4,3.14,90.61,45.75,37.94,0.38
2025,5,25,15,299.0,29.7,1.64,3.15,90.56,45.23,50.65,0.36
2025,5,25,16,233.68,29.09,0.93,2.93,90.54,46.38,63.31,0.39
2025,5,25,17,115.65,28.0,0.46,2.51,90.56,49.11,75.73,0.35
2025,5,25,18,14.7,26.17,0.27,1.42,90.6,58.84,87.18,0.23
2025,5,25,19,0.0,24.84,0.2,1.06,90.65,65.03,90.0,-999.0
2025,5,25,20,0.0,24.35,0.19,0.89,90.71,65.78,90.0,-999.0
2025,5,25,21,0.0,23.61,0.2,1.45,90.74,67.86,90.0,-999.0
2025,5,25,22,0.0,23.07,0.11,1.94,90.75,69.66,90.0,-999.0
2025,5,25,23,0.0,22.72,0.08,2.2,90.73,70.83,90.0,-999.0
2025,5,26,0,0.0,22.43,0.05,2.31,90.72,71.81,90.0,-999.0
2025,5,26,1,0.0,22.19,0.03,2.37,90.72,72.65,90.0,-999.0
2025,5,26,2,0.0,22.03,0.01,2.36,90.72,73.2,90.0,-999.0
2025,5,26,3,0.0,21.94,0.01,2.34,90.72,73.5,90.0,-999.0
2025,5,26,4,0.0,21.88,0.0,2.32,90.72,73.61,90.0,-999.0
2025,5,26,5,64.28,22.91,0.0,2.11,90.73,70.27,82.46,0.37
2025,5,26,6,256.55,25.88,0.03,2.73,90.75,58.01,70.35,0.57
2025,5,26,7,455.65,28.49,0.14,2.43,90.74,48.09,57.8,0.64
2025,5,26,8,669.03,30.52,1.92,2.69,90.73,41.19,45.09,0.71
2025,5,26,9,826.38,31.92,1.4,3.09,90.71,36.85,32.45,0.74
2025,5,26,10,865.0,32.91,1.31,3.37,90.67,34.03,20.43,0.7
2025,5,26,11,893.1,33.76,1.4,3.56,90.62,32.13,11.66,0.69
2025,5,26,12,861.1,34.15,2.61,3.84,90.54,31.23,14.6,0.67
2025,5,26,13,780.62,34.04,4.61,4.06,90.47,31.26,25.45,0.65
2025,5,26,14,700.95,33.91,5.1,4.06,90.4,31.19,37.85,0.67
2025,5,26,15,482.77,33.57,3.72,3.71,90.33,31.71,50.55,0.57
2025,5,26,16,274.35,32.85,1.34,3.31,90.28,32.68,63.21,0.46
2025,5,26,17,134.12,31.72,0.45,2.97,90.27,34.95,75.63,0.41
2025,5,26,18,15.45,29.12,0.21,1.96,90.29,47.47,87.1,0.23
2025,5,26,19,0.0,27.23,0.14,2.19,90.32,52.66,90.0,-999.0
2025,5,26,20,0.0,26.38,0.07,2.13,90.37,54.76,90.0,-999.0
2025,5,26,21,0.0,25.61,0.03,1.95,90.43,57.31,90.0,-999.0
2025,5,26,22,0.0,24.89,0.03,1.86,90.47,59.43,90.0,-999.0
2025,5,26,23,0.0,24.31,0.05,1.9,90.49,60.84,90.0,-999.0
2025,5,27,0,0.0,23.96,0.11,2.0,90.48,61.6,90.0,-999.0
2025,5,27,1,0.0,23.8,0.24,2.14,90.47,61.85,90.0,-999.0
2025,5,27,2,0.0,23.72,0.4,2.18,90.46,61.74,90.0,-999.0
2025,5,27,3,0.0,23.74,1.35,2.09,90.45,61.23,90.0,-999.0
2025,5,27,4,0.0,23.78,3.02,1.96,90.45,60.83,90.0,-999.0
2025,5,27,5,62.1,24.36,1.93,1.92,90.46,62.23,82.39,0.35
2025,5,27,6,239.35,27.01,0.97,2.05,90.48,53.55,70.3,0.54
2025,5,27,7,450.12,29.26,2.17,1.85,90.5,43.58,57.76,0.64
2025,5,27,8,609.65,31.29,0.11,2.18,90.51,38.11,45.04,0.65
2025,5,27,9,707.58,32.65,0.4,3.05,90.52,35.81,32.4,0.63
2025,5,27,10,732.17,33.61,1.0,3.81,90.5,34.67,20.35,0.59
2025,5,27,11,744.5,34.16,2.24,4.21,90.47,34.25,11.52,0.57
2025,5,27,12,690.53,33.91,2.55,4.21,90.42,35.28,14.46,0.54
2025,5,27,13,663.95,34.23,2.03,3.92,90.35,35.16,25.34,0.55
2025,5,27,14,542.08,34.52,1.08,3.57,90.27,34.88,37.76,0.52
2025,5,27,15,402.9,34.23,0.59,3.54,90.2,35.61,50.46,0.48
2025,5,27,16,279.3,33.43,0.37,3.69,90.15,37.51,63.12,0.47
2025,5,27,17,114.03,32.39,0.23,3.47,90.13,40.44,75.53,0.34
2025,5,27,18,15.07,30.33,0.18,1.9,90.13,50.26,87.02,0.22
2025,5,27,19,0.0,28.89,0.22,1.58,90.14,55.51,90.0,-999.0
2025,5,27,20,0.0,28.41,0.2,1.44,90.18,56.77,90.0,-999.0
2025,5,27,21,0.0,27.89,0.27,1.43,90.24,57.83,90.0,-999.0
2025,5,27,22,0.0,27.27,0.62,1.48,90.29,59.48,90.0,-999.0
2025,5,27,23,0.0,26.74,1.42,1.42,90.32,61.55,90.0,-999.0
2025,5,28,0,0.0,26.34,1.71,1.3,90.32,63.35,90.0,-999.0
2025,5,28,1,0.0,26.0,1.87,0.96,90.29,64.27,90.0,-999.0
2025,5,28,2,0.0,25.65,2.26,0.68,90.26,65.73,90.0,-999.0
2025,5,28,3,0.0,24.98,2.41,1.12,90.25,68.44,90.0,-999.0
2025,5,28,4,0.0,24.13,2.87,1.81,90.26,71.82,90.0,-999.0
2025,5,28,5,58.1,24.59,2.39,2.3,90.29,70.96,82.32,0.33
2025,5,28,6,218.2,27.01,1.94,3.11,90.33,60.43,70.25,0.49
2025,5,28,7,431.15,29.36,2.82,2.97,90.37,49.34,57.71,0.61
2025,5,28,8,531.3,31.18,11.3,3.22,90.4,43.78,45.01,0.57
2025,5,28,9,564.62,32.42,10.06,3.54,90.42,41.17,32.35,0.5
2025,5,28,10,586.0,33.36,9.39,3.95,90.41,39.24,20.29,0.47
2025,5,28,11,642.72,34.05,7.4,4.33,90.36,37.88,11.39,0.49
2025,5,28,12,520.12,34.67,7.14,4.73,90.29,36.51,14.33,0.4
2025,5,28,13,539.83,34.96,7.91,5.05,90.21,35.77,25.24,0.45
2025,5,28,14,425.83,35.08,6.0,4.97,90.12,35.25,37.66,0.41
2025,5,28,15,290.75,34.94,3.7,4.76,90.04,34.86,50.37,0.34
2025,5,28,16,221.95,34.39,2.29,4.57,89.99,34.79,63.02,0.37
2025,5,28,17,110.9,33.22,0.98,3.74,89.96,37.41,75.42,0.33
2025,5,28,18,17.23,30.51,0.63,2.17,89.98,51.12,86.94,0.24
2025,5,28,19,0.0,28.99,0.07,2.13,90.02,53.59,90.0,-999.0
2025,5,28,20,0.0,28.54,0.0,1.89,90.07,53.03,90.0,-999.0
2025,5,28,21,0.0,28.36,0.0,1.53,90.09,51.05,90.0,-999.0
2025,5,28,22,0.0,28.35,0.0,0.91,90.09,49.39,90.0,-999.0
2025,5,28,23,0.0,28.14,0.0,0.15,90.08,49.43,90.0,-999.0
2025,5,29,0,0.0,27.14,0.0,0.52,90.06,52.11,90.0,-999.0
2025,5,29,1,0.0,26.15,0.0,0.97,90.03,54.13,90.0,-999.0
2025,5,29,2,0.0,25.31,0.0,1.31,90.01,56.84,90.0,-999.0
2025,5,29,3,0.0,24.65,0.0,1.44,90.02,59.21,90.0,-999.0
2025,5,29,4,0.0,24.18,0.0,1.76,90.06,60.98,90.0,-999.0
2025,5,29,5,64.75,24.73,0.0,1.95,90.11,61.28,82.25,0.36
2025,5,29,6,251.93,27.62,0.02,2.55,90.18,53.12,70.21,0.56
2025,5,29,7,451.45,30.11,0.24,2.74,90.23,46.09,57.67,0.64
2025,5,29,8,683.95,32.05,14.47,3.12,90.26,41.22,44.97,0.73
2025,5,29,9,873.67,33.38,9.05,3.51,90.25,38.47,32.31,0.78
2025,5,29,10,892.53,34.38,7.76,3.8,90.21,36.63,20.22,0.72
2025,5,29,11,886.65,35.22,12.48,3.99,90.15,34.89,11.26,0.68
2025,5,29,12,851.72,35.64,11.13,3.99,90.07,33.72,14.19,0.66
2025,5,29,13,731.8,35.68,10.11,3.81,90.0,32.84,25.14,0.61
2025,5,29,14,632.22,35.45,10.53,3.59,89.93,32.44,37.57,0.6
2025,5,29,15,477.95,34.97,18.54,3.23,89.88,32.38,50.28,0.56
2025,5,29,16,301.38,34.05,29.68,2.7,89.85,33.53,62.93,0.5
2025,5,29,17,149.85,32.56,10.46,1.68,89.84,39.34,75.32,0.45
2025,5,29,18,19.8,30.64,3.14,0.63,89.85,52.19,86.86,0.27
2025,5,29,19,0.0,29.6,4.69,0.53,89.89,50.15,90.0,-999.0
2025,5,29,20,0.0,28.34,4.98,1.4,89.93,54.41,90.0,-999.0
2025,5,29,21,0.0,27.04,3.74,2.0,89.95,57.8,90.0,-999.0
2025,5,29,22,0.0,26.04,3.39,2.43,89.95,59.7,90.0,-999.0
2025,5,29,23,0.0,25.32,3.01,2.68,89.94,60.94,90.0,-999.0
2025,5,30,0,0.0,24.7,15.27,2.83,89.91,62.94,90.0,-999.0
2025,5,30,1,0.0,24.14,14.8,2.94,89.87,65.53,90.0,-999.0
2025,5,30,2,0.0,23.74,14.63,2.99,89.86,67.02,90.0,-999.0
2025,5,30,3,0.0,23.57,2.95,2.93,89.88,66.7,90.0,-999.0
2025,5,30,4,0.0,23.51,2.32,2.82,89.91,64.75,90.0,-999.0
2025,5,30,5,46.47,24.29,1.11,2.56,89.94,63.45,82.19,0.26
2025,5,30,6,152.52,27.44,16.26,2.38,90.0,53.11,70.17,0.34
2025,5,30,7,215.77,29.98,49.11,1.88,90.06,42.17,57.64,0.3
2025,5,30,8,407.3,31.5,0.72,2.03,90.1,37.33,44.94,0.43
2025,5,30,9,630.05,32.77,0.76,2.96,90.12,33.75,32.28,0.56
2025,5,30,10,696.75,33.64,0.87,4.12,90.12,31.71,20.17,0.56
2025,5,30,11,733.25,34.09,1.43,4.94,90.1,30.43,11.14,0.56
2025,5,30,12,725.28,34.21,2.93,5.16,90.06,29.66,14.07,0.56
2025,5,30,13,774.25,33.84,3.87,4.62,90.03,29.62,25.04,0.65
2025,5,30,14,695.45,33.56,5.88,3.35,89.97,29.43,37.48,0.66
2025,5,30,15,506.3,33.2,4.65,2.19,89.91,29.28,50.19,0.6
2025,5,30,16,327.5,32.59,4.97,1.76,89.86,29.42,62.83,0.54
2025,5,30,17,166.73,31.28,3.73,1.73,89.85,32.58,75.22,0.49
2025,5,30,18,21.95,28.6,1.48,1.52,89.89,46.93,86.79,0.3
2025,5,30,19,0.0,27.15,1.23,1.44,89.95,48.41,90.0,-999.0
2025,5,30,20,0.0,26.95,1.07,0.96,90.02,45.94,90.0,-999.0
2025,5,30,21,0.0,26.57,0.74,0.49,90.07,44.87,90.0,-999.0
2025,5,30,22,0.0,25.46,1.02,1.24,90.1,48.72,90.0,-999.0
2025,5,30,23,0.0,23.91,0.61,2.05,90.09,55.32,90.0,-999.0
2025,5,31,0,0.0,22.98,0.64,2.52,90.07,58.44,90.0,-999.0
2025,5,31,1,0.0,22.53,0.3,2.74,90.03,59.36,90.0,-999.0
2025,5,31,2,0.0,22.28,0.13,2.8,90.02,59.35,90.0,-999.0
2025,5,31,3,0.0,22.06,0.0,2.78,90.04,58.98,90.0,-999.0
2025,5,31,4,0.0,21.87,0.0,2.75,90.07,58.17,90.0,-999.0
2025,5,31,5,62.3,22.78,0.0,2.55,90.14,56.88,82.14,0.34
2025,5,31,6,223.88,26.31,0.0,2.82,90.22,45.85,70.13,0.5
2025,5,31,7,428.8,29.31,0.0,2.59,90.29,34.26,57.61,0.6
2025,5,31,8,582.7,31.36,0.0,2.78,90.32,29.01,44.91,0.62
2025,5,31,9,634.8,32.8,0.0,3.09,90.33,25.88,32.25,0.57
2025,5,31,10,624.53,33.89,0.0,3.54,90.31,23.99,20.12,0.5
2025,5,31,11,660.53,34.96,0.01,4.0,90.27,22.36,11.02,0.51
2025,5,31,12,551.65,35.5,0.05,4.38,90.22,21.15,13.94,0.43
2025,5,31,13,593.85,35.56,0.39,4.5,90.17,20.38,24.94,0.49
2025,5,31,14,521.7,35.39,0.61,4.12,90.13,19.73,37.4,0.5
2025,5,31,15,447.1,34.84,0.44,3.56,90.11,19.41,50.1,0.53
2025,5,31,16,243.73,33.88,0.21,2.96,90.09,19.69,62.74,0.4
2025,5,31,17,117.0,32.36,0.04,2.08,90.11,22.12,75.13,0.34
2025,5,31,18,16.42,29.8,0.0,1.07,90.15,32.4,86.71,0.22
2025,5,31,19,0.0,29.1,0.0,0.43,90.19,30.02,90.0,-999.0
2025,5,31,20,0.0,28.14,0.0,0.9,90.24,31.45,90.0,-999.0
2025,5,31,21,0.0,26.64,0.0,1.57,90.28,34.93,90.0,-999.0
2025,5,31,22,0.0,25.23,0.0,1.96,90.28,38.59,90.0,-999.0
2025,5,31,23,0.0,24.17,0.0,2.23,90.25,41.15,90.0,-999.0
2025,6,1,0,0.0,23.38,27.02,2.46,90.22,44.29,90.0,-999.0
2025,6,1,1,0.0,22.62,27.02,2.6,90.19,50.33,90.0,-999.0
2025,6,1,2,0.0,22.06,27.1,2.63,90.19,54.77,90.0,-999.0
2025,6,1,3,0.0,21.7,0.16,2.63,90.2,56.82,90.0,-999.0
2025,6,1,4,0.75,21.43,0.07,2.63,90.23,56.16,89.85,0.22
2025,6,1,5,52.45,21.85,0.01,2.57,90.27,57.11,82.24,0.29
2025,6,1,6,197.75,25.12,0.0,2.09,90.32,51.99,70.1,0.44
2025,6,1,7,382.25,28.98,0.01,1.19,90.36,28.52,57.59,0.54
2025,6,1,8,510.23,31.61,0.03,0.85,90.39,20.61,44.89,0.54
2025,6,1,9,701.5,33.12,0.03,2.01,90.39,18.56,32.22,0.63
2025,6,1,10,720.92,34.17,0.08,2.96,90.36,17.69,20.07,0.58
2025,6,1,11,790.17,34.94,0.45,3.55,90.31,17.17,10.92,0.61
2025,6,1,12,745.25,35.38,0.38,3.84,90.25,17.2,13.82,0.58
2025,6,1,13,659.72,35.51,0.18,3.93,90.2,17.24,24.85,0.55
2025,6,1,14,555.9,35.34,0.06,3.66,90.16,17.29,37.31,0.53
2025,6,1,15,397.1,34.85,0.04,3.34,90.14,17.81,50.02,0.47
2025,6,1,16,230.05,33.94,0.03,3.02,90.13,18.63,62.65,0.38
2025,6,1,17,115.57,32.43,0.04,2.4,90.15,21.72,75.03,0.34
2025,6,1,18,16.42,29.62,0.0,1.48,90.19,34.34,86.63,0.21
2025,6,1,19,0.0,28.87,0.0,0.93,90.24,32.28,90.0,-999.0
2025,6,1,20,0.0,28.16,0.0,0.8,90.28,32.67,90.0,-999.0
2025,6,1,21,0.0,27.49,0.02,1.13,90.29,32.53,90.0,-999.0
2025,6,1,22,0.0,26.18,0.48,1.64,90.27,35.04,90.0,-999.0
2025,6,1,23,0.0,24.6,3.21,2.21,90.21,39.58,90.0,-999.0
2025,6,2,0,0.0,23.06,1.62,2.68,90.15,43.39,90.0,-999.0
2025,6,2,1,0.0,21.82,0.88,3.05,90.09,45.99,90.0,-999.0
2025,6,2,2,0.0,20.96,0.82,3.31,90.06,47.08,90.0,-999.0
2025,6,2,3,0.0,20.41,0.06,3.39,90.08,47.45,90.0,-999.0
2025,6,2,4,0.0,20.1,0.15,3.37,90.11,47.29,90.0,-999.0
2025,6,2,5,71.9,21.19,0.15,3.24,90.18,45.96,82.05,0.39
2025,6,2,6,250.77,24.93,0.28,3.79,90.24,33.81,70.07,0.56
2025,6,2,7,473.92,28.17,1.4,4.02,90.3,24.6,57.57,0.67
2025,6,2,8,619.05,30.54,0.26,4.02,90.33,21.56,44.87,0.66
2025,6,2,9,674.62,31.74,0.42,4.32,90.34,21.56,32.2,0.6
2025,6,2,10,749.97,32.68,0.6,4.65,90.33,22.36,20.04,0.6
2025,6,2,11,724.78,33.4,0.85,4.91,90.3,23.28,10.82,0.56
2025,6,2,12,787.42,33.82,0.99,5.06,90.26,24.48,13.7,0.61
2025,6,2,13,607.78,33.82,1.18,5.03,90.22,26.1,24.76,0.51
2025,6,2,14,524.83,33.52,2.25,4.74,90.18,27.61,37.22,0.5
2025,6,2,15,378.0,32.89,10.97,4.32,90.15,28.93,49.93,0.44
2025,6,2,16,243.45,31.87,18.21,3.78,90.13,30.82,62.57,0.4
2025,6,2,17,106.95,30.3,20.55,3.05,90.13,34.79,74.94,0.31
2025,6,2,18,16.15,27.63,6.38,1.74,90.16,50.96,86.55,0.2
2025,6,2,19,0.0,25.94,4.02,1.66,90.22,56.37,90.0,-999.0
2025,6,2,20,0.0,25.12,2.77,1.76,90.28,57.48,90.0,-999.0
2025,6,2,21,0.0,24.11,1.22,2.03,90.34,60.14,90.0,-999.0
2025,6,2,22,0.0,23.21,1.51,2.38,90.36,61.24,90.0,-999.0
2025,6,2,23,0.0,22.55,2.55,2.7,90.36,61.59,90.0,-999.0
2025,6,3,0,0.0,22.06,13.46,2.84,90.34,62.85,90.0,-999.0
2025,6,3,1,0.0,21.97,20.27,2.72,90.31,65.67,90.0,-999.0
2025,6,3,2,0.0,21.95,15.01,2.58,90.32,68.09,90.0,-999.0
2025,6,3,3,0.0,21.66,3.74,2.61,90.35,68.66,90.0,-999.0
2025,6,3,4,0.0,21.02,7.93,2.84,90.36,68.09,90.0,-999.0
2025,6,3,5,34.8,21.29,4.35,3.03,90.38,65.85,82.01,0.19
2025,6,3,6,124.07,23.97,1.95,4.11,90.42,52.76,70.05,0.27
2025,6,3,7,245.57,26.59,5.0,4.4,90.44,40.26,57.55,0.35
2025,6,3,8,380.92,28.74,7.17,4.25,90.45,33.54,44.86,0.41
2025,6,3,9,498.4,30.3,8.97,4.3,90.46,30.07,32.19,0.44
2025,6,3,10,572.0,31.19,26.58,4.54,90.48,28.68,20.0,0.46
2025,6,3,11,616.7,31.31,78.85,4.67,90.48,29.58,10.72,0.47
2025,6,3,12,709.9,30.78,60.15,4.6,90.45,32.61,13.59,0.55
2025,6,3,13,590.5,30.32,52.38,4.27,90.41,34.63,24.67,0.49
2025,6,3,14,503.25,29.9,55.54,3.55,90.38,36.24,37.14,0.48
2025,6,3,15,366.92,29.4,36.28,2.72,90.36,37.61,49.85,0.43
2025,6,3,16,214.18,28.79,15.96,1.94,90.36,38.74,62.48,0.35
2025,6,3,17,102.32,27.96,4.32,1.19,90.38,42.71,74.85,0.3
2025,6,3,18,14.25,26.51,1.18,0.82,90.43,51.03,86.48,0.18
2025,6,3,19,0.0,24.99,0.24,1.14,90.49,52.76,90.0,-999.0
2025,6,3,20,0.0,23.56,0.02,1.71,90.56,58.51,90.0,-999.0
2025,6,3,21,0.0,22.23,0.04,2.2,90.61,63.89,90.0,-999.0
2025,6,3,22,0.0,21.26,0.05,2.6,90.61,64.95,90.0,-999.0
2025,6,3,23,0.0,20.65,0.0,2.69,90.58,65.1,90.0,-999.0
2025,6,4,0,0.0,20.39,15.3,2.3,90.6,65.75,90.0,-999.0
2025,6,4,1,0.0,20.57,14.97,1.94,90.62,66.88,90.0,-999.0
2025,6,4,2,0.0,20.52,13.65,1.94,90.62,69.4,90.0,-999.0
2025,6,4,3,0.0,19.76,0.0,2.39,90.59,71.17,90.0,-999.0
2025,6,4,4,0.0,19.32,0.0,2.71,90.57,70.57,90.0,-999.0
2025,6,4,5,48.8,20.17,0.0,2.63,90.6,67.26,81.97,0.26
2025,6,4,6,171.62,22.85,0.19,3.46,90.66,54.13,70.03,0.38
2025,6,4,7,298.65,25.45,2.27,3.55,90.72,43.24,57.54,0.42
2025,6,4,8,411.75,27.65,0.48,3.25,90.76,35.59,44.85,0.44
2025,6,4,9,528.17,29.17,1.14,3.15,90.8,31.42,32.17,0.47
2025,6,4,10,562.65,30.01,2.32,3.11,90.81,29.94,19.97,0.45
2025,6,4,11,548.45,30.57,5.4,2.87,90.8,29.25,10.64,0.42
2025,6,4,12,488.0,30.95,7.71,2.58,90.75,28.77,13.48,0.38
2025,6,4,13,418.02,31.13,9.55,2.45,90.7,28.62,24.58,0.35
2025,6,4,14,384.98,30.75,8.75,2.28,90.65,29.4,37.06,0.36
2025,6,4,15,323.95,30.19,7.3,2.12,90.61,30.51,49.77,0.38
2025,6,4,16,170.8,29.47,6.04,2.08,90.59,31.75,62.39,0.28
2025,6,4,17,77.43,28.23,4.95,1.86,90.62,35.48,74.76,0.22
2025,6,4,18,11.88,26.22,3.78,1.12,90.67,47.75,86.4,0.14
2025,6,4,19,0.0,25.12,3.35,0.8,90.74,48.12,90.0,-999.0
2025,6,4,20,0.0,24.09,2.97,1.2,90.81,52.32,90.0,-999.0
2025,6,4,21,0.0,23.04,2.73,1.69,90.86,56.6,90.0,-999.0
2025,6,4,22,0.0,22.11,2.99,2.04,90.89,59.14,90.0,-999.0
2025,6,4,23,0.0,21.52,3.76,2.27,90.88,59.84,90.0,-999.0
2025,6,5,0,0.0,21.03,4.93,2.41,90.85,59.97,90.0,-999.0
2025,6,5,1,0.0,20.5,6.73,2.5,90.83,60.39,90.0,-999.0
2025,6,5,2,0.0,19.99,9.53,2.52,90.82,60.78,90.0,-999.0
2025,6,5,3,0.0,19.56,12.55,2.51,90.85,60.67,90.0,-999.0
2025,6,5,4,0.0,19.55,13.98,2.34,90.89,59.72,90.0,-999.0
2025,6,5,5,66.25,20.65,2.08,2.05,90.96,59.69,81.94,0.36
2025,6,5,6,239.55,24.11,1.92,1.44,91.01,47.14,70.01,0.53
2025,6,5,7,448.4,26.62,1.43,1.43,91.04,40.62,57.53,0.63
2025,6,5,8,588.17,28.19,0.84,2.48,91.06,38.04,44.84,0.63
2025,6,5,9,626.22,29.53,0.52,2.81,91.07,36.08,32.16,0.56
2025,6,5,10,617.95,30.59,0.4,3.06,91.06,34.28,19.95,0.5
2025,6,5,11,603.9,31.51,0.29,3.43,91.04,32.58,10.55,0.46
2025,6,5,12,582.55,31.91,0.23,3.82,91.0,31.47,13.38,0.45
2025,6,5,13,488.67,31.94,0.15,4.22,90.96,31.07,24.49,0.41
2025,6,5,14,427.65,31.81,0.12,4.45,90.9,30.7,36.98,0.4
2025,6,5,15,293.05,31.29,0.07,4.4,90.85,30.97,49.69,0.34
2025,6,5,16,188.25,30.61,0.04,4.13,90.83,31.56,62.31,0.31
2025,6,5,17,120.4,29.4,0.0,3.56,90.84,34.36,74.67,0.34
2025,6,5,18,21.52,27.2,0.0,2.02,90.86,45.81,86.33,0.25
2025,6,5,19,0.0,25.69,0.0,1.64,90.89,51.1,90.0,-999.0
2025,6,5,20,0.0,25.02,0.0,1.31,90.94,52.56,90.0,-999.0
2025,6,5,21,0.0,24.39,0.0,1.22,90.97,54.36,90.0,-999.0
2025,6,5,22,0.0,23.88,0.0,1.2,90.97,55.81,90.0,-999.0
2025,6,5,23,0.0,23.28,0.0,1.23,90.96,57.0,90.0,-999.0
2025,6,6,0,0.0,22.86,0.01,1.19,90.95,57.63,90.0,-999.0
2025,6,6,1,0.0,22.64,0.01,1.09,90.95,57.72,90.0,-999.0
2025,6,6,2,0.0,22.48,0.01,1.04,90.94,57.7,90.0,-999.0
2025,6,6,3,0.0,22.37,0.0,1.0,90.93,57.49,90.0,-999.0
2025,6,6,4,0.0,22.29,0.0,0.94,90.93,57.02,90.0,-999.0
2025,6,6,5,70.72,22.92,0.0,0.85,90.95,59.44,81.92,0.38
2025,6,6,6,241.05,26.02,0.0,0.07,90.98,47.54,70.0,0.53
2025,6,6,7,474.2,28.51,0.0,2.34,91.0,39.8,57.52,0.67
2025,6,6,8,676.9,30.37,0.0,3.35,91.0,36.05,44.84,0.72
2025,6,6,9,851.3,31.69,0.0,3.7,90.99,34.03,32.16,0.76
2025,6,6,10,932.0,32.81,0.0,3.95,90.97,32.05,19.93,0.75
2025,6,6,11,975.05,33.72,0.0,4.2,90.93,30.55,10.48,0.75
2025,6,6,12,880.58,34.38,0.0,4.4,90.86,29.27,13.28,0.68
2025,6,6,13,803.65,34.67,0.0,4.45,90.8,28.57,24.41,0.67
2025,6,6,14,678.85,34.57,0.0,4.33,90.74,28.51,36.9,0.64
2025,6,6,15,504.67,34.07,0.0,4.14,90.7,28.95,49.61,0.59
2025,6,6,16,306.85,33.16,0.0,3.88,90.7,30.12,62.23,0.5
2025,6,6,17,155.1,31.7,0.0,3.41,90.72,33.14,74.58,0.44
2025,6,6,18,22.75,29.07,0.0,1.99,90.76,44.36,86.26,0.26
2025,6,6,19,0.0,27.3,0.0,1.72,90.81,49.88,90.0,-999.0
2025,6,6,20,0.0,26.94,0.0,1.32,90.84,50.23,90.0,-999.0
2025,6,6,21,0.0,26.92,0.0,0.64,90.83,48.75,90.0,-999.0
2025,6,6,22,0.0,26.48,0.0,0.2,90.81,49.01,90.0,-999.0
2025,6,6,23,0.0,25.61,0.0,0.88,90.79,51.81,90.0,-999.0
2025,6,7,0,0.0,24.73,0.0,1.31,90.78,54.31,90.0,-999.0
2025,6,7,1,0.0,24.04,0.0,1.7,90.78,55.83,90.0,-999.0
2025,6,7,2,0.0,23.6,0.0,2.07,90.78,56.64,90.0,-999.0
2025,6,7,3,0.0,23.27,0.0,2.37,90.77,56.67,90.0,-999.0
2025,6,7,4,0.0,22.95,0.0,2.56,90.77,57.05,90.0,-999.0
2025,6,7,5,62.92,23.87,0.0,2.43,90.8,56.18,81.9,0.34
2025,6,7,6,225.75,27.31,0.0,2.96,90.84,44.43,70.0,0.5
2025,6,7,7,380.58,29.78,0.0,2.63,90.88,38.04,57.52,0.54
2025,6,7,8,531.75,31.74,0.0,2.67,90.92,34.18,44.84,0.57
2025,6,7,9,704.17,33.06,0.0,2.99,90.95,32.6,32.16,0.63
2025,6,7,10,763.65,34.1,0.0,3.35,90.94,31.4,19.92,0.61
2025,6,7,11,790.05,34.92,0.0,3.49,90.92,30.51,10.41,0.61
2025,6,7,12,720.05,35.42,0.0,3.46,90.86,30.06,13.18,0.56
2025,6,7,13,690.53,35.66,0.0,3.42,90.8,29.94,24.33,0.57
2025,6,7,14,623.3,35.58,0.0,3.28,90.73,30.35,36.82,0.59
2025,6,7,15,486.42,35.25,0.0,3.17,90.66,30.96,49.53,0.57
2025,6,7,16,309.27,34.56,0.0,3.09,90.61,32.12,62.15,0.5
2025,6,7,17,157.27,33.34,0.0,2.83,90.59,34.96,74.5,0.45
2025,6,7,18,24.25,30.92,0.0,1.75,90.6,45.91,86.19,0.28
2025,6,7,19,0.0,29.31,0.0,1.57,90.62,50.33,90.0,-999.0
2025,6,7,20,0.0,29.03,0.0,1.14,90.65,50.55,90.0,-999.0
2025,6,7,21,0.0,29.07,0.0,0.42,90.67,49.31,90.0,-999.0
2025,6,7,22,0.0,28.53,0.0,0.44,90.66,50.39,90.0,-999.0
2025,6,7,23,0.0,27.91,0.0,0.94,90.64,52.16,90.0,-999.0
2025,6,8,0,0.0,27.95,0.0,0.85,90.62,51.42,90.0,-999.0
2025,6,8,1,0.0,27.54,0.0,1.08,90.6,52.38,90.0,-999.0
2025,6,8,2,0.0,27.1,0.0,1.39,90.6,53.26,90.0,-999.0
2025,6,8,3,0.0,26.76,0.0,1.64,90.61,53.81,90.0,-999.0
2025,6,8,4,0.0,26.51,0.0,1.83,90.64,54.18,90.0,-999.0
2025,6,8,5,65.18,26.97,0.0,1.91,90.69,55.3,81.89,0.35
2025,6,8,6,228.15,29.77,0.0,2.21,90.74,46.03,69.99,0.5
2025,6,8,7,431.55,31.84,0.0,1.89,90.77,38.69,57.52,0.61
2025,6,8,8,679.33,33.75,0.0,1.96,90.8,34.13,44.85,0.72
